precision_at_5,recall_at_5,diversity,constraint_respect,mean_recommendation_sustainability,strategy,step,recommended_poi_ids,recommended_poi_names,recommended_neighbourhoods
0.6,0.17647058823529413,0.8357142857142856,0.8,0.48957999999999996,popularity,1,4|0|1|6|5,La Rambla | Sagrada Familia | Park Guell | Barri Gotic | Mercat de la Boqueria,La Rambla | Sagrada Familia | La Salut | Gotic | El Raval
0.2,0.0625,0.6333333333333333,0.4,0.4365,popularity,5,0|7|2|12|3,Sagrada Familia | Barcelona Cathedral | Casa Batllo | Barceloneta Beach | La Pedrera,Sagrada Familia | Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample
0.6,0.1875,0.76,0.6,0.4647,popularity,5,4|1|2|3|9,La Rambla | Park Guell | Casa Batllo | La Pedrera | Picasso Museum,La Rambla | La Salut | Dreta Eixample | Dreta Eixample | El Born
0.0,0.0,0.6333333333333333,0.4,0.4365,popularity,5,0|7|2|3|12,Sagrada Familia | Barcelona Cathedral | Casa Batllo | La Pedrera | Barceloneta Beach,Sagrada Familia | Gotic | Dreta Eixample | Dreta Eixample | La Barceloneta
0.2,0.0625,0.8300000000000001,0.8,0.46608,popularity,5,4|5|6|3|12,La Rambla | Mercat de la Boqueria | Barri Gotic | La Pedrera | Barceloneta Beach,La Rambla | El Raval | Gotic | Dreta Eixample | La Barceloneta
0.4,0.125,0.8857142857142857,1.0,0.48696,popularity,5,4|1|6|7|9,La Rambla | Park Guell | Barri Gotic | Barcelona Cathedral | Picasso Museum,La Rambla | La Salut | Gotic | Gotic | El Born
0.2,0.0625,0.9066666666666666,0.8,0.4975199999999999,popularity,5,1|4|5|3|12,Park Guell | La Rambla | Mercat de la Boqueria | La Pedrera | Barceloneta Beach,La Salut | La Rambla | El Raval | Dreta Eixample | La Barceloneta
0.2,0.0625,0.7566666666666667,0.4,0.4508599999999999,popularity,5,6|2|12|7|3,Barri Gotic | Casa Batllo | Barceloneta Beach | Barcelona Cathedral | La Pedrera,Gotic | Dreta Eixample | La Barceloneta | Gotic | Dreta Eixample
0.0,0.0,0.7966666666666666,0.6,0.49244000000000004,popularity,5,0|1|2|9|12,Sagrada Familia | Park Guell | Casa Batllo | Picasso Museum | Barceloneta Beach,Sagrada Familia | La Salut | Dreta Eixample | El Born | La Barceloneta
0.4,0.125,0.6933333333333334,0.4,0.44849999999999995,popularity,5,6|0|12|2|3,Barri Gotic | Sagrada Familia | Barceloneta Beach | Casa Batllo | La Pedrera,Gotic | Sagrada Familia | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8766666666666667,0.6,0.45172,popularity,5,4|5|0|12|3,La Rambla | Mercat de la Boqueria | Sagrada Familia | Barceloneta Beach | La Pedrera,La Rambla | El Raval | Sagrada Familia | La Barceloneta | Dreta Eixample
0.0,0.0,0.7566666666666667,0.8,0.48230000000000006,popularity,5,1|2|3|7|12,Park Guell | Casa Batllo | La Pedrera | Barcelona Cathedral | Barceloneta Beach,La Salut | Dreta Eixample | Dreta Eixample | Gotic | La Barceloneta
0.4,0.125,0.83,1.0,0.47081999999999996,popularity,5,4|5|6|7|12,La Rambla | Mercat de la Boqueria | Barri Gotic | Barcelona Cathedral | Barceloneta Beach,La Rambla | El Raval | Gotic | Gotic | La Barceloneta
0.4,0.125,0.9066666666666666,0.8,0.4975199999999999,popularity,5,1|4|5|3|12,Park Guell | La Rambla | Mercat de la Boqueria | La Pedrera | Barceloneta Beach,La Salut | La Rambla | El Raval | Dreta Eixample | La Barceloneta
0.6,0.1875,0.86,0.8,0.45455999999999996,popularity,5,5|6|7|3|9,Mercat de la Boqueria | Barri Gotic | Barcelona Cathedral | La Pedrera | Picasso Museum,El Raval | Gotic | Gotic | Dreta Eixample | El Born
0.2,0.0625,0.8766666666666667,0.8,0.45646000000000003,popularity,5,0|4|5|7|12,Sagrada Familia | La Rambla | Mercat de la Boqueria | Barcelona Cathedral | Barceloneta Beach,Sagrada Familia | La Rambla | El Raval | Gotic | La Barceloneta
0.0,0.0,0.5566666666666668,0.2,0.45762,popularity,5,1|0|7|2|3,Park Guell | Sagrada Familia | Barcelona Cathedral | Casa Batllo | La Pedrera,La Salut | Sagrada Familia | Gotic | Dreta Eixample | Dreta Eixample
0.6,0.1875,0.91,1.0,0.5005599999999999,popularity,5,1|5|3|7|12,Park Guell | Mercat de la Boqueria | La Pedrera | Barcelona Cathedral | Barceloneta Beach,La Salut | El Raval | Dreta Eixample | Gotic | La Barceloneta
0.0,0.0,0.5766666666666667,0.4,0.46537999999999996,popularity,5,0|1|2|3|9,Sagrada Familia | Park Guell | Casa Batllo | La Pedrera | Picasso Museum,Sagrada Familia | La Salut | Dreta Eixample | Dreta Eixample | El Born
0.8,0.25,0.8633333333333333,0.6,0.46598000000000006,popularity,5,0|6|5|2|12,Sagrada Familia | Barri Gotic | Mercat de la Boqueria | Casa Batllo | Barceloneta Beach,Sagrada Familia | Gotic | El Raval | Dreta Eixample | La Barceloneta
0.6,0.1875,0.91,1.0,0.5005599999999999,popularity,5,1|5|3|7|12,Park Guell | Mercat de la Boqueria | La Pedrera | Barcelona Cathedral | Barceloneta Beach,La Salut | El Raval | Dreta Eixample | Gotic | La Barceloneta
0.0,0.0,0.75,0.2,0.43942,popularity,5,5|0|7|2|9,Mercat de la Boqueria | Sagrada Familia | Barcelona Cathedral | Casa Batllo | Picasso Museum,El Raval | Sagrada Familia | Gotic | Dreta Eixample | El Born
0.2,0.0625,0.83,1.0,0.47081999999999996,popularity,5,4|5|6|7|12,La Rambla | Mercat de la Boqueria | Barri Gotic | Barcelona Cathedral | Barceloneta Beach,La Rambla | El Raval | Gotic | Gotic | La Barceloneta
0.4,0.125,0.8123809523809524,0.6,0.4966799999999999,popularity,5,1|0|6|2|12,Park Guell | Sagrada Familia | Barri Gotic | Casa Batllo | Barceloneta Beach,La Salut | Sagrada Familia | Gotic | Dreta Eixample | La Barceloneta
0.4,0.125,0.91,1.0,0.45408,popularity,5,4|3|5|7|12,La Rambla | La Pedrera | Mercat de la Boqueria | Barcelona Cathedral | Barceloneta Beach,La Rambla | Dreta Eixample | El Raval | Gotic | La Barceloneta
0.6,0.1875,0.8933333333333333,0.8,0.46912000000000004,popularity,5,5|6|7|3|12,Mercat de la Boqueria | Barri Gotic | Barcelona Cathedral | La Pedrera | Barceloneta Beach,El Raval | Gotic | Gotic | Dreta Eixample | La Barceloneta
0.6,0.1875,0.89,1.0,0.48295999999999994,popularity,5,4|1|5|3|9,La Rambla | Park Guell | Mercat de la Boqueria | La Pedrera | Picasso Museum,La Rambla | La Salut | El Raval | Dreta Eixample | El Born
0.6,0.1875,0.8166666666666667,0.6,0.43582,popularity,5,4|2|3|7|12,La Rambla | Casa Batllo | La Pedrera | Barcelona Cathedral | Barceloneta Beach,La Rambla | Dreta Eixample | Dreta Eixample | Gotic | La Barceloneta
0.4,0.125,0.8766666666666667,1.0,0.45646000000000003,popularity,5,0|4|5|7|12,Sagrada Familia | La Rambla | Mercat de la Boqueria | Barcelona Cathedral | Barceloneta Beach,Sagrada Familia | La Rambla | El Raval | Gotic | La Barceloneta
0.6,0.1875,0.8957142857142857,1.0,0.5173,popularity,5,1|6|5|7|12,Park Guell | Barri Gotic | Mercat de la Boqueria | Barcelona Cathedral | Barceloneta Beach,La Salut | Gotic | El Raval | Gotic | La Barceloneta
0.8,0.25,0.76,0.8,0.4647,popularity,5,4|1|2|3|9,La Rambla | Park Guell | Casa Batllo | La Pedrera | Picasso Museum,La Rambla | La Salut | Dreta Eixample | Dreta Eixample | El Born
0.6,0.1875,0.8266666666666667,0.6,0.47926,popularity,5,4|1|2|3|12,La Rambla | Park Guell | Casa Batllo | La Pedrera | Barceloneta Beach,La Rambla | La Salut | Dreta Eixample | Dreta Eixample | La Barceloneta
0.0,0.0,0.7566666666666667,0.4,0.48230000000000006,popularity,5,1|7|3|2|12,Park Guell | Barcelona Cathedral | La Pedrera | Casa Batllo | Barceloneta Beach,La Salut | Gotic | Dreta Eixample | Dreta Eixample | La Barceloneta
0.6,0.1875,0.7566666666666667,1.0,0.48230000000000006,popularity,5,1|2|3|7|12,Park Guell | Casa Batllo | La Pedrera | Barcelona Cathedral | Barceloneta Beach,La Salut | Dreta Eixample | Dreta Eixample | Gotic | La Barceloneta
0.0,0.0,0.7566666666666667,1.0,0.48230000000000006,popularity,5,1|2|3|7|12,Park Guell | Casa Batllo | La Pedrera | Barcelona Cathedral | Barceloneta Beach,La Salut | Dreta Eixample | Dreta Eixample | Gotic | La Barceloneta
0.2,0.0625,0.83,1.0,0.47081999999999996,popularity,5,4|5|6|7|12,La Rambla | Mercat de la Boqueria | Barri Gotic | Barcelona Cathedral | Barceloneta Beach,La Rambla | El Raval | Gotic | Gotic | La Barceloneta
0.4,0.125,0.9066666666666666,1.0,0.50226,popularity,5,1|4|5|7|12,Park Guell | La Rambla | Mercat de la Boqueria | Barcelona Cathedral | Barceloneta Beach,La Salut | La Rambla | El Raval | Gotic | La Barceloneta
0.4,0.125,0.8633333333333333,1.0,0.48716,popularity,5,0|1|4|7|12,Sagrada Familia | Park Guell | La Rambla | Barcelona Cathedral | Barceloneta Beach,Sagrada Familia | La Salut | La Rambla | Gotic | La Barceloneta
0.0,0.0,0.8333333333333334,0.4,0.45476,popularity,5,5|0|7|12|3,Mercat de la Boqueria | Sagrada Familia | Barcelona Cathedral | Barceloneta Beach | La Pedrera,El Raval | Sagrada Familia | Gotic | La Barceloneta | Dreta Eixample
0.4,0.125,0.8333333333333334,1.0,0.4516,popularity,5,2|3|5|7|12,Casa Batllo | La Pedrera | Mercat de la Boqueria | Barcelona Cathedral | Barceloneta Beach,Dreta Eixample | Dreta Eixample | El Raval | Gotic | La Barceloneta
0.4,0.125,0.76,1.0,0.48468,popularity,5,0|1|2|7|12,Sagrada Familia | Park Guell | Casa Batllo | Barcelona Cathedral | Barceloneta Beach,Sagrada Familia | La Salut | Dreta Eixample | Gotic | La Barceloneta
0.4,0.125,0.9066666666666666,0.8,0.4975199999999999,popularity,5,1|4|5|3|12,Park Guell | La Rambla | Mercat de la Boqueria | La Pedrera | Barceloneta Beach,La Salut | La Rambla | El Raval | Dreta Eixample | La Barceloneta
0.2,0.0625,0.8433333333333333,0.4,0.49504000000000004,popularity,5,5|1|12|2|3,Mercat de la Boqueria | Park Guell | Barceloneta Beach | Casa Batllo | La Pedrera,El Raval | La Salut | La Barceloneta | Dreta Eixample | Dreta Eixample
0.0,0.0,0.5,0.4,0.42194000000000004,popularity,5,0|7|2|3|9,Sagrada Familia | Barcelona Cathedral | Casa Batllo | La Pedrera | Picasso Museum,Sagrada Familia | Gotic | Dreta Eixample | Dreta Eixample | El Born
0.6,0.1875,0.8933333333333333,1.0,0.48477999999999993,popularity,5,1|4|3|7|12,Park Guell | La Rambla | La Pedrera | Barcelona Cathedral | Barceloneta Beach,La Salut | La Rambla | Dreta Eixample | Gotic | La Barceloneta
0.6,0.1875,0.839047619047619,0.8,0.4990400000000001,popularity,5,1|6|2|7|12,Park Guell | Barri Gotic | Casa Batllo | Barcelona Cathedral | Barceloneta Beach,La Salut | Gotic | Dreta Eixample | Gotic | La Barceloneta
0.6,0.1875,0.839047619047619,0.8,0.49982000000000004,popularity,5,1|6|7|3|12,Park Guell | Barri Gotic | Barcelona Cathedral | La Pedrera | Barceloneta Beach,La Salut | Gotic | Gotic | Dreta Eixample | La Barceloneta
0.4,0.125,0.7566666666666667,0.6,0.48230000000000006,popularity,5,1|3|2|7|12,Park Guell | La Pedrera | Casa Batllo | Barcelona Cathedral | Barceloneta Beach,La Salut | Dreta Eixample | Dreta Eixample | Gotic | La Barceloneta
0.0,0.0,0.6333333333333333,0.2,0.4365,popularity,5,0|7|2|12|3,Sagrada Familia | Barcelona Cathedral | Casa Batllo | Barceloneta Beach | La Pedrera,Sagrada Familia | Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample
0.2,0.0625,0.8433333333333333,0.6,0.44855999999999996,popularity,5,4|5|2|3|12,La Rambla | Mercat de la Boqueria | Casa Batllo | La Pedrera | Barceloneta Beach,La Rambla | El Raval | Dreta Eixample | Dreta Eixample | La Barceloneta
0.2,0.0625,0.8357142857142856,0.8,0.49678000000000005,popularity,5,1|4|6|12|3,Park Guell | La Rambla | Barri Gotic | Barceloneta Beach | La Pedrera,La Salut | La Rambla | Gotic | La Barceloneta | Dreta Eixample
0.4,0.125,0.83,1.0,0.47081999999999996,popularity,5,4|5|6|7|12,La Rambla | Mercat de la Boqueria | Barri Gotic | Barcelona Cathedral | Barceloneta Beach,La Rambla | El Raval | Gotic | Gotic | La Barceloneta
0.2,0.0625,0.6933333333333334,0.4,0.47994000000000003,popularity,5,1|0|12|2|3,Park Guell | Sagrada Familia | Barceloneta Beach | Casa Batllo | La Pedrera,La Salut | Sagrada Familia | La Barceloneta | Dreta Eixample | Dreta Eixample
0.0,0.0,0.6933333333333334,0.2,0.43868,popularity,5,6|0|7|2|9,Barri Gotic | Sagrada Familia | Barcelona Cathedral | Casa Batllo | Picasso Museum,Gotic | Sagrada Familia | Gotic | Dreta Eixample | El Born
0.2,0.0625,0.7566666666666667,0.6,0.48230000000000006,popularity,5,1|7|3|2|12,Park Guell | Barcelona Cathedral | La Pedrera | Casa Batllo | Barceloneta Beach,La Salut | Gotic | Dreta Eixample | Dreta Eixample | La Barceloneta
0.0,0.0,0.5566666666666668,0.2,0.45762,popularity,5,1|0|7|2|3,Park Guell | Sagrada Familia | Barcelona Cathedral | Casa Batllo | La Pedrera,La Salut | Sagrada Familia | Gotic | Dreta Eixample | Dreta Eixample
0.4,0.125,0.9066666666666666,1.0,0.50226,popularity,5,1|4|5|7|12,Park Guell | La Rambla | Mercat de la Boqueria | Barcelona Cathedral | Barceloneta Beach,La Salut | La Rambla | El Raval | Gotic | La Barceloneta
0.2,0.0625,0.8933333333333333,0.8,0.484,popularity,5,1|4|2|7|12,Park Guell | La Rambla | Casa Batllo | Barcelona Cathedral | Barceloneta Beach,La Salut | La Rambla | Dreta Eixample | Gotic | La Barceloneta
0.2,0.0625,0.7666666666666667,1.0,0.44924,popularity,5,0|2|5|3|12,Sagrada Familia | Casa Batllo | Mercat de la Boqueria | La Pedrera | Barceloneta Beach,Sagrada Familia | Dreta Eixample | El Raval | Dreta Eixample | La Barceloneta
0.0,0.0,0.7666666666666667,0.6,0.44781999999999994,popularity,5,4|6|12|2|3,La Rambla | Barri Gotic | Barceloneta Beach | Casa Batllo | La Pedrera,La Rambla | Gotic | La Barceloneta | Dreta Eixample | Dreta Eixample
0.6,0.1875,0.8357142857142856,0.8,0.49678000000000005,popularity,5,1|4|6|3|12,Park Guell | La Rambla | Barri Gotic | La Pedrera | Barceloneta Beach,La Salut | La Rambla | Gotic | Dreta Eixample | La Barceloneta
0.4,0.125,0.91,1.0,0.5005599999999999,popularity,5,1|5|3|7|12,Park Guell | Mercat de la Boqueria | La Pedrera | Barcelona Cathedral | Barceloneta Beach,La Salut | El Raval | Dreta Eixample | Gotic | La Barceloneta
0.4,0.125,0.8333333333333333,0.8,0.45334,popularity,5,4|6|7|3|12,La Rambla | Barri Gotic | Barcelona Cathedral | La Pedrera | Barceloneta Beach,La Rambla | Gotic | Gotic | Dreta Eixample | La Barceloneta
0.0,0.0,0.5566666666666668,0.0,0.45762,popularity,5,1|0|7|2|3,Park Guell | Sagrada Familia | Barcelona Cathedral | Casa Batllo | La Pedrera,La Salut | Sagrada Familia | Gotic | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.6933333333333334,0.4,0.47994000000000003,popularity,5,0|1|2|3|12,Sagrada Familia | Park Guell | Casa Batllo | La Pedrera | Barceloneta Beach,Sagrada Familia | La Salut | Dreta Eixample | Dreta Eixample | La Barceloneta
0.0,0.0,0.75,0.2,0.42363999999999996,popularity,5,4|0|7|2|9,La Rambla | Sagrada Familia | Barcelona Cathedral | Casa Batllo | Picasso Museum,La Rambla | Sagrada Familia | Gotic | Dreta Eixample | El Born
0.2,0.0625,0.6333333333333333,1.0,0.4365,popularity,5,0|2|3|7|12,Sagrada Familia | Casa Batllo | La Pedrera | Barcelona Cathedral | Barceloneta Beach,Sagrada Familia | Dreta Eixample | Dreta Eixample | Gotic | La Barceloneta
0.4,0.125,0.91,0.8,0.5005599999999999,popularity,5,1|5|7|3|12,Park Guell | Mercat de la Boqueria | Barcelona Cathedral | La Pedrera | Barceloneta Beach,La Salut | El Raval | Gotic | Dreta Eixample | La Barceloneta
0.0,0.0,0.6333333333333333,0.2,0.4365,popularity,5,0|2|12|3|7,Sagrada Familia | Casa Batllo | Barceloneta Beach | La Pedrera | Barcelona Cathedral,Sagrada Familia | Dreta Eixample | La Barceloneta | Dreta Eixample | Gotic
0.0,0.0,0.6333333333333333,0.4,0.4365,popularity,5,0|7|2|3|12,Sagrada Familia | Barcelona Cathedral | Casa Batllo | La Pedrera | Barceloneta Beach,Sagrada Familia | Gotic | Dreta Eixample | Dreta Eixample | La Barceloneta
0.0,0.0,0.7966666666666666,0.2,0.49244000000000004,popularity,5,1|0|12|2|9,Park Guell | Sagrada Familia | Barceloneta Beach | Casa Batllo | Picasso Museum,La Salut | Sagrada Familia | La Barceloneta | Dreta Eixample | El Born
0.4,0.125,0.8357142857142856,1.0,0.4960000000000001,popularity,5,4|1|2|6|12,La Rambla | Park Guell | Casa Batllo | Barri Gotic | Barceloneta Beach,La Rambla | La Salut | Dreta Eixample | Gotic | La Barceloneta
0.4,0.125,0.8300000000000001,0.8,0.46608,popularity,5,4|5|6|3|12,La Rambla | Mercat de la Boqueria | Barri Gotic | La Pedrera | Barceloneta Beach,La Rambla | El Raval | Gotic | Dreta Eixample | La Barceloneta
0.2,0.0625,0.6733333333333333,0.6,0.46774000000000004,popularity,5,1|7|2|3|9,Park Guell | Barcelona Cathedral | Casa Batllo | La Pedrera | Picasso Museum,La Salut | Gotic | Dreta Eixample | Dreta Eixample | El Born
0.2,0.0625,0.7666666666666667,0.6,0.44781999999999994,popularity,5,4|6|2|3|12,La Rambla | Barri Gotic | Casa Batllo | La Pedrera | Barceloneta Beach,La Rambla | Gotic | Dreta Eixample | Dreta Eixample | La Barceloneta
0.0,0.0,0.7433333333333334,0.6,0.43823999999999996,popularity,5,4|6|5|2|3,La Rambla | Barri Gotic | Mercat de la Boqueria | Casa Batllo | La Pedrera,La Rambla | Gotic | El Raval | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.8166666666666667,0.6,0.43582,popularity,5,4|2|7|3|12,La Rambla | Casa Batllo | Barcelona Cathedral | La Pedrera | Barceloneta Beach,La Rambla | Dreta Eixample | Gotic | Dreta Eixample | La Barceloneta
0.6,0.1875,0.8357142857142856,0.8,0.49678000000000005,popularity,5,1|4|6|3|12,Park Guell | La Rambla | Barri Gotic | La Pedrera | Barceloneta Beach,La Salut | La Rambla | Gotic | Dreta Eixample | La Barceloneta
0.2,0.0625,0.7666666666666667,0.4,0.44924,popularity,5,0|5|12|2|3,Sagrada Familia | Mercat de la Boqueria | Barceloneta Beach | Casa Batllo | La Pedrera,Sagrada Familia | El Raval | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.7666666666666667,0.6,0.44781999999999994,popularity,5,4|6|12|2|3,La Rambla | Barri Gotic | Barceloneta Beach | Casa Batllo | La Pedrera,La Rambla | Gotic | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.7666666666666667,0.4,0.44924,popularity,5,5|0|12|2|3,Mercat de la Boqueria | Sagrada Familia | Barceloneta Beach | Casa Batllo | La Pedrera,El Raval | Sagrada Familia | La Barceloneta | Dreta Eixample | Dreta Eixample
0.6,0.1875,0.8766666666666667,1.0,0.48599999999999993,popularity,5,5|1|3|7|9,Mercat de la Boqueria | Park Guell | La Pedrera | Barcelona Cathedral | Picasso Museum,El Raval | La Salut | Dreta Eixample | Gotic | El Born
0.2,0.0625,0.8433333333333333,0.6,0.44855999999999996,popularity,5,4|5|3|2|12,La Rambla | Mercat de la Boqueria | La Pedrera | Casa Batllo | Barceloneta Beach,La Rambla | El Raval | Dreta Eixample | Dreta Eixample | La Barceloneta
0.4,0.125,0.8357142857142856,0.8,0.49678000000000005,popularity,5,1|4|6|12|3,Park Guell | La Rambla | Barri Gotic | Barceloneta Beach | La Pedrera,La Salut | La Rambla | Gotic | La Barceloneta | Dreta Eixample
0.4,0.125,0.83,1.0,0.47081999999999996,popularity,5,4|5|6|7|12,La Rambla | Mercat de la Boqueria | Barri Gotic | Barcelona Cathedral | Barceloneta Beach,La Rambla | El Raval | Gotic | Gotic | La Barceloneta
0.4,0.125,0.7733333333333333,0.4,0.47272,popularity,5,1|5|7|2|3,Park Guell | Mercat de la Boqueria | Barcelona Cathedral | Casa Batllo | La Pedrera,La Salut | El Raval | Gotic | Dreta Eixample | Dreta Eixample
0.0,0.0,0.76,0.2,0.48545999999999995,popularity,5,1|0|12|7|3,Park Guell | Sagrada Familia | Barceloneta Beach | Barcelona Cathedral | La Pedrera,La Salut | Sagrada Familia | La Barceloneta | Gotic | Dreta Eixample
0.4,0.125,0.83,1.0,0.47081999999999996,popularity,5,4|5|6|7|12,La Rambla | Mercat de la Boqueria | Barri Gotic | Barcelona Cathedral | Barceloneta Beach,La Rambla | El Raval | Gotic | Gotic | La Barceloneta
0.2,0.0625,0.71,0.4,0.45458,popularity,5,1|4|0|2|3,Park Guell | La Rambla | Sagrada Familia | Casa Batllo | La Pedrera,La Salut | La Rambla | Sagrada Familia | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.75,0.2,0.43942,popularity,5,0|5|7|2|9,Sagrada Familia | Mercat de la Boqueria | Barcelona Cathedral | Casa Batllo | Picasso Museum,Sagrada Familia | El Raval | Gotic | Dreta Eixample | El Born
0.4,0.125,0.8333333333333333,0.8,0.4525600000000001,popularity,5,4|6|2|7|12,La Rambla | Barri Gotic | Casa Batllo | Barcelona Cathedral | Barceloneta Beach,La Rambla | Gotic | Dreta Eixample | Gotic | La Barceloneta
0.6,0.1875,0.8333333333333334,0.6,0.4516,popularity,5,5|3|2|7|12,Mercat de la Boqueria | La Pedrera | Casa Batllo | Barcelona Cathedral | Barceloneta Beach,El Raval | Dreta Eixample | Dreta Eixample | Gotic | La Barceloneta
0.4,0.125,0.8933333333333333,0.8,0.48477999999999993,popularity,5,1|4|3|7|12,Park Guell | La Rambla | La Pedrera | Barcelona Cathedral | Barceloneta Beach,La Salut | La Rambla | Dreta Eixample | Gotic | La Barceloneta
0.4,0.125,0.8433333333333333,0.6,0.49504000000000004,popularity,5,1|5|2|3|12,Park Guell | Mercat de la Boqueria | Casa Batllo | La Pedrera | Barceloneta Beach,La Salut | El Raval | Dreta Eixample | Dreta Eixample | La Barceloneta
0.0,0.0,0.7566666666666667,0.6,0.48230000000000006,popularity,5,1|3|2|7|12,Park Guell | La Pedrera | Casa Batllo | Barcelona Cathedral | Barceloneta Beach,La Salut | Dreta Eixample | Dreta Eixample | Gotic | La Barceloneta
0.0,0.0,0.5766666666666667,0.4,0.46537999999999996,popularity,5,0|1|2|3|9,Sagrada Familia | Park Guell | Casa Batllo | La Pedrera | Picasso Museum,Sagrada Familia | La Salut | Dreta Eixample | Dreta Eixample | El Born
0.4,0.125,0.7566666666666667,0.6,0.48230000000000006,popularity,5,1|7|2|3|12,Park Guell | Barcelona Cathedral | Casa Batllo | La Pedrera | Barceloneta Beach,La Salut | Gotic | Dreta Eixample | Dreta Eixample | La Barceloneta
0.2,0.0625,0.8166666666666667,0.4,0.43582,popularity,5,4|12|7|2|3,La Rambla | Barceloneta Beach | Barcelona Cathedral | Casa Batllo | La Pedrera,La Rambla | La Barceloneta | Gotic | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.76,1.0,0.4532400000000001,popularity,5,0|2|6|7|12,Sagrada Familia | Casa Batllo | Barri Gotic | Barcelona Cathedral | Barceloneta Beach,Sagrada Familia | Dreta Eixample | Gotic | Gotic | La Barceloneta
0.2,0.0625,0.8166666666666667,0.6,0.43582,popularity,5,4|2|3|7|12,La Rambla | Casa Batllo | La Pedrera | Barcelona Cathedral | Barceloneta Beach,La Rambla | Dreta Eixample | Dreta Eixample | Gotic | La Barceloneta
0.4,0.125,0.8933333333333333,1.0,0.48477999999999993,popularity,5,4|1|3|7|12,La Rambla | Park Guell | La Pedrera | Barcelona Cathedral | Barceloneta Beach,La Rambla | La Salut | Dreta Eixample | Gotic | La Barceloneta
0.2,0.0625,0.91,0.8,0.4532999999999999,popularity,5,4|5|2|7|12,La Rambla | Mercat de la Boqueria | Casa Batllo | Barcelona Cathedral | Barceloneta Beach,La Rambla | El Raval | Dreta Eixample | Gotic | La Barceloneta
0.8,0.25,0.8266666666666667,0.6,0.4635999999999999,popularity,5,6|5|2|3|12,Barri Gotic | Mercat de la Boqueria | Casa Batllo | La Pedrera | Barceloneta Beach,Gotic | El Raval | Dreta Eixample | Dreta Eixample | La Barceloneta
0.8,0.25,0.76,0.8,0.434,popularity,5,4|5|2|3|9,La Rambla | Mercat de la Boqueria | Casa Batllo | La Pedrera | Picasso Museum,La Rambla | El Raval | Dreta Eixample | Dreta Eixample | El Born
0.6,0.1875,0.8957142857142857,1.0,0.5173,popularity,5,1|5|6|7|12,Park Guell | Mercat de la Boqueria | Barri Gotic | Barcelona Cathedral | Barceloneta Beach,La Salut | El Raval | Gotic | Gotic | La Barceloneta
0.6,0.1875,0.7666666666666667,0.6,0.44781999999999994,popularity,5,4|6|3|2|12,La Rambla | Barri Gotic | La Pedrera | Casa Batllo | Barceloneta Beach,La Rambla | Gotic | Dreta Eixample | Dreta Eixample | La Barceloneta
0.0,0.0,0.7566666666666666,0.4,0.44128,popularity,5,6|5|7|2|3,Barri Gotic | Mercat de la Boqueria | Barcelona Cathedral | Casa Batllo | La Pedrera,Gotic | El Raval | Gotic | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.6333333333333333,0.4,0.4365,popularity,5,0|3|2|7|12,Sagrada Familia | La Pedrera | Casa Batllo | Barcelona Cathedral | Barceloneta Beach,Sagrada Familia | Dreta Eixample | Dreta Eixample | Gotic | La Barceloneta
0.0,0.0,0.76,0.6,0.48545999999999995,popularity,5,0|1|3|7|12,Sagrada Familia | Park Guell | La Pedrera | Barcelona Cathedral | Barceloneta Beach,Sagrada Familia | La Salut | Dreta Eixample | Gotic | La Barceloneta
0.2,0.0625,0.8166666666666667,0.6,0.43582,popularity,5,4|2|3|7|12,La Rambla | Casa Batllo | La Pedrera | Barcelona Cathedral | Barceloneta Beach,La Rambla | Dreta Eixample | Dreta Eixample | Gotic | La Barceloneta
0.6,0.1875,0.9066666666666666,1.0,0.50226,popularity,5,1|4|5|7|12,Park Guell | La Rambla | Mercat de la Boqueria | Barcelona Cathedral | Barceloneta Beach,La Salut | La Rambla | El Raval | Gotic | La Barceloneta
0.2,0.0625,0.7566666666666667,0.6,0.48230000000000006,popularity,5,1|7|12|3|2,Park Guell | Barcelona Cathedral | Barceloneta Beach | La Pedrera | Casa Batllo,La Salut | Gotic | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.6333333333333333,0.2,0.42691999999999997,popularity,5,0|5|2|7|3,Sagrada Familia | Mercat de la Boqueria | Casa Batllo | Barcelona Cathedral | La Pedrera,Sagrada Familia | El Raval | Dreta Eixample | Gotic | Dreta Eixample
0.2,0.0625,0.8166666666666667,1.0,0.43898000000000004,popularity,5,0|4|3|7|12,Sagrada Familia | La Rambla | La Pedrera | Barcelona Cathedral | Barceloneta Beach,Sagrada Familia | La Rambla | Dreta Eixample | Gotic | La Barceloneta
