precision_at_5,recall_at_5,diversity,constraint_respect,mean_recommendation_sustainability,strategy,step,tourist_id,recommended_poi_ids,recommended_poi_names,recommended_neighbourhoods
0.0,0.0,0.8083333333333333,1.0,0.4452,popularity,1,978,0|17|7|12|14,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.2,0.0625,0.7583333333333333,1.0,0.4484,popularity,5,887,7|14|11|38|10,Barceloneta Beach | Sant Antoni Market | La Pedrera | Glories Tower | Casa Batllo,La Barceloneta | Dreta Eixample | Dreta Eixample | Glories | Dreta Eixample
0.4,0.13333333333333333,0.5266666666666666,1.0,0.44189999999999996,popularity,5,931,19|12|11|30|10,Mercat de Gràcia | Mercat dels Encants | La Pedrera | Park Güell | Casa Batllo,Dreta Eixample | Dreta Eixample | Dreta Eixample | Vila de Gracia | Dreta Eixample
0.2,0.06666666666666667,0.5266666666666666,1.0,0.44189999999999996,popularity,5,740,19|14|11|30|10,Mercat de Gràcia | Sant Antoni Market | La Pedrera | Park Güell | Casa Batllo,Dreta Eixample | Dreta Eixample | Dreta Eixample | Vila de Gracia | Dreta Eixample
0.4,0.13333333333333333,0.7333333333333333,0.6,0.45410000000000006,popularity,5,256,17|7|19|11|18,Palau Macaya | Barceloneta Beach | Mercat de Gràcia | La Pedrera | Egyptian Museum,Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.2,0.06666666666666667,0.6833333333333333,1.0,0.46230000000000004,popularity,5,608,0|17|12|10|38,Barcelona Cathedral | Palau Macaya | Mercat dels Encants | Casa Batllo | Glories Tower,Gotic | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.6,0.2,0.7583333333333333,0.6,0.4521,popularity,5,634,17|7|12|13|38,Palau Macaya | Barceloneta Beach | Mercat dels Encants | Casa Amatller | Glories Tower,Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample | Glories
0.4,0.13333333333333333,0.7833333333333333,1.0,0.4131,popularity,5,975,14|19|7|11|38,Sant Antoni Market | Mercat de Gràcia | Barceloneta Beach | La Pedrera | Glories Tower,Dreta Eixample | Dreta Eixample | La Barceloneta | Dreta Eixample | Glories
0.6,0.2,0.5266666666666666,1.0,0.44559999999999994,popularity,5,120,17|19|14|30|10,Palau Macaya | Mercat de Gràcia | Sant Antoni Market | Park Güell | Casa Batllo,Dreta Eixample | Dreta Eixample | Dreta Eixample | Vila de Gracia | Dreta Eixample
0.4,0.13333333333333333,0.7433333333333333,1.0,0.45809999999999995,popularity,5,471,7|19|14|11|30,Barceloneta Beach | Mercat de Gràcia | Sant Antoni Market | La Pedrera | Park Güell,La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample | Vila de Gracia
0.2,0.06666666666666667,0.5266666666666666,1.0,0.44189999999999996,popularity,5,585,19|14|11|30|10,Mercat de Gràcia | Sant Antoni Market | La Pedrera | Park Güell | Casa Batllo,Dreta Eixample | Dreta Eixample | Dreta Eixample | Vila de Gracia | Dreta Eixample
0.4,0.13333333333333333,0.7833333333333333,1.0,0.4131,popularity,5,814,7|12|14|13|38,Barceloneta Beach | Mercat dels Encants | Sant Antoni Market | Casa Amatller | Glories Tower,La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.2,0.06666666666666667,0.75,0.2,0.4586,popularity,5,485,0|14|11|38|18,Barcelona Cathedral | Sant Antoni Market | La Pedrera | Glories Tower | Egyptian Museum,Gotic | Dreta Eixample | Dreta Eixample | Glories | Dreta Eixample
0.2,0.06666666666666667,0.4666666666666668,1.0,0.43790000000000007,popularity,5,198,17|19|11|10|18,Palau Macaya | Mercat de Gràcia | La Pedrera | Casa Batllo | Egyptian Museum,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.2,0.06666666666666667,0.7333333333333334,1.0,0.42329999999999995,popularity,5,148,0|19|14|10|38,Barcelona Cathedral | Mercat de Gràcia | Sant Antoni Market | Casa Batllo | Glories Tower,Gotic | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.8,0.25,0.5333333333333334,0.6,0.40259999999999996,popularity,5,434,17|12|19|18|16,Palau Macaya | Mercat dels Encants | Mercat de Gràcia | Egyptian Museum | Casa Vicens,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.8,0.23529411764705882,0.725,0.2,0.5101000000000001,popularity,5,803,0|7|11|10|38,Barcelona Cathedral | Barceloneta Beach | La Pedrera | Casa Batllo | Glories Tower,Gotic | La Barceloneta | Dreta Eixample | Dreta Eixample | Glories
0.4,0.13333333333333333,0.40000000000000013,0.6,0.3636,popularity,5,97,14|19|12|16|10,Sant Antoni Market | Mercat de Gràcia | Mercat dels Encants | Casa Vicens | Casa Batllo,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.4,0.13333333333333333,0.7333333333333334,0.6,0.41509999999999997,popularity,5,989,7|19|14|13|18,Barceloneta Beach | Mercat de Gràcia | Sant Antoni Market | Casa Amatller | Egyptian Museum,La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.6,0.2,0.7583333333333333,1.0,0.4521,popularity,5,491,17|7|19|11|38,Palau Macaya | Barceloneta Beach | Mercat de Gràcia | La Pedrera | Glories Tower,Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample | Glories
0.8,0.25,0.6333333333333333,1.0,0.4976000000000001,popularity,5,991,0|17|11|38|18,Barcelona Cathedral | Palau Macaya | La Pedrera | Glories Tower | Egyptian Museum,Gotic | Dreta Eixample | Dreta Eixample | Glories | Dreta Eixample
0.6,0.2,0.6833333333333333,1.0,0.4006,popularity,5,995,17|12|14|18|38,Palau Macaya | Mercat dels Encants | Sant Antoni Market | Egyptian Museum | Glories Tower,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.2,0.06666666666666667,0.8416666666666667,1.0,0.4748,popularity,5,963,0|7|19|10|38,Barcelona Cathedral | Barceloneta Beach | Mercat de Gràcia | Casa Batllo | Glories Tower,Gotic | La Barceloneta | Dreta Eixample | Dreta Eixample | Glories
0.8,0.23529411764705882,0.5,1.0,0.4976000000000001,popularity,5,447,0|17|11|10|38,Barcelona Cathedral | Palau Macaya | La Pedrera | Casa Batllo | Glories Tower,Gotic | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.6,0.1875,0.7333333333333334,1.0,0.42699999999999994,popularity,5,609,0|17|12|19|38,Barcelona Cathedral | Palau Macaya | Mercat dels Encants | Mercat de Gràcia | Glories Tower,Gotic | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.2,0.06666666666666667,0.5266666666666666,1.0,0.44189999999999996,popularity,5,908,19|12|11|30|10,Mercat de Gràcia | Mercat dels Encants | La Pedrera | Park Güell | Casa Batllo,Dreta Eixample | Dreta Eixample | Dreta Eixample | Vila de Gracia | Dreta Eixample
0.6,0.1875,0.825,0.6,0.4521,popularity,5,500,17|7|12|38|18,Palau Macaya | Barceloneta Beach | Mercat dels Encants | Glories Tower | Egyptian Museum,Dreta Eixample | La Barceloneta | Dreta Eixample | Glories | Dreta Eixample
0.4,0.13333333333333333,0.575,1.0,0.3616,popularity,5,722,19|14|12|13|38,Mercat de Gràcia | Sant Antoni Market | Mercat dels Encants | Casa Amatller | Glories Tower,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.2,0.06666666666666667,0.7833333333333333,0.8,0.4168,popularity,5,450,17|7|12|19|38,Palau Macaya | Barceloneta Beach | Mercat dels Encants | Mercat de Gràcia | Glories Tower,Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample | Glories
0.2,0.06666666666666667,0.7133333333333334,1.0,0.4971,popularity,5,620,17|7|19|30|10,Palau Macaya | Barceloneta Beach | Mercat de Gràcia | Park Güell | Casa Batllo,Dreta Eixample | La Barceloneta | Dreta Eixample | Vila de Gracia | Dreta Eixample
0.0,0.0,0.7333333333333334,0.4,0.42329999999999995,popularity,5,363,0|19|14|38|18,Barcelona Cathedral | Mercat de Gràcia | Sant Antoni Market | Glories Tower | Egyptian Museum,Gotic | Dreta Eixample | Dreta Eixample | Glories | Dreta Eixample
0.4,0.13333333333333333,0.65,1.0,0.38799999999999996,popularity,5,240,0|12|19|14|38,Barcelona Cathedral | Mercat dels Encants | Mercat de Gràcia | Sant Antoni Market | Glories Tower,Gotic | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.2,0.06666666666666667,0.75,0.4,0.4766,popularity,5,511,0|19|15|11|18,Barcelona Cathedral | Mercat de Gràcia | Joan Miró Park | La Pedrera | Egyptian Museum,Gotic | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.6,0.1875,0.6166666666666667,1.0,0.4253,popularity,5,871,0|19|12|10|13,Barcelona Cathedral | Mercat de Gràcia | Mercat dels Encants | Casa Batllo | Casa Amatller,Gotic | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.6,0.17647058823529413,0.5516666666666666,1.0,0.4629,popularity,5,108,19|14|20|11|30,Mercat de Gràcia | Sant Antoni Market | MNAC | La Pedrera | Park Güell,Dreta Eixample | Dreta Eixample | Montjuic | Dreta Eixample | Vila de Gracia
0.0,0.0,0.40000000000000013,1.0,0.40259999999999996,popularity,5,386,17|12|19|11|16,Palau Macaya | Mercat dels Encants | Mercat de Gràcia | La Pedrera | Casa Vicens,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.6,0.17647058823529413,0.725,1.0,0.5101000000000001,popularity,5,55,0|7|11|10|38,Barcelona Cathedral | Barceloneta Beach | La Pedrera | Casa Batllo | Glories Tower,Gotic | La Barceloneta | Dreta Eixample | Dreta Eixample | Glories
1.0,0.3333333333333333,0.5,1.0,0.4976000000000001,popularity,5,699,0|17|11|10|38,Barcelona Cathedral | Palau Macaya | La Pedrera | Casa Batllo | Glories Tower,Gotic | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.6,0.1875,0.6833333333333333,1.0,0.3969,popularity,5,158,14|12|11|38|18,Sant Antoni Market | Mercat dels Encants | La Pedrera | Glories Tower | Egyptian Museum,Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories | Dreta Eixample
0.4,0.13333333333333333,0.7433333333333333,1.0,0.45809999999999995,popularity,5,532,7|19|14|30|10,Barceloneta Beach | Mercat de Gràcia | Sant Antoni Market | Park Güell | Casa Batllo,La Barceloneta | Dreta Eixample | Dreta Eixample | Vila de Gracia | Dreta Eixample
0.4,0.13333333333333333,0.5933333333333334,1.0,0.44189999999999996,popularity,5,370,14|12|30|10|18,Sant Antoni Market | Mercat dels Encants | Park Güell | Casa Batllo | Egyptian Museum,Dreta Eixample | Dreta Eixample | Vila de Gracia | Dreta Eixample | Dreta Eixample
0.0,0.0,0.2666666666666667,1.0,0.43789999999999996,popularity,5,865,17|14|11|16|10,Palau Macaya | Sant Antoni Market | La Pedrera | Casa Vicens | Casa Batllo,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.8,0.26666666666666666,0.6833333333333333,1.0,0.4586,popularity,5,143,0|12|11|10|38,Barcelona Cathedral | Mercat dels Encants | La Pedrera | Casa Batllo | Glories Tower,Gotic | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.2,0.06666666666666667,0.7583333333333333,1.0,0.4521,popularity,5,146,17|7|19|10|38,Palau Macaya | Barceloneta Beach | Mercat de Gràcia | Casa Batllo | Glories Tower,Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample | Glories
0.4,0.125,0.6833333333333333,1.0,0.4586,popularity,5,364,0|19|11|10|38,Barcelona Cathedral | Mercat de Gràcia | La Pedrera | Casa Batllo | Glories Tower,Gotic | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.8,0.25,0.6333333333333333,0.2,0.4976000000000001,popularity,5,831,0|17|11|38|18,Barcelona Cathedral | Palau Macaya | La Pedrera | Glories Tower | Egyptian Museum,Gotic | Dreta Eixample | Dreta Eixample | Glories | Dreta Eixample
0.8,0.25,0.525,1.0,0.4359,popularity,5,157,17|14|11|13|38,Palau Macaya | Sant Antoni Market | La Pedrera | Casa Amatller | Glories Tower,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
1.0,0.3125,0.6833333333333333,1.0,0.46230000000000004,popularity,5,556,0|17|14|13|38,Barcelona Cathedral | Palau Macaya | Sant Antoni Market | Casa Amatller | Glories Tower,Gotic | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.4,0.125,0.7833333333333333,0.6,0.4131,popularity,5,954,7|12|19|38|18,Barceloneta Beach | Mercat dels Encants | Mercat de Gràcia | Glories Tower | Egyptian Museum,La Barceloneta | Dreta Eixample | Dreta Eixample | Glories | Dreta Eixample
0.6,0.2,0.5266666666666666,1.0,0.44559999999999994,popularity,5,82,17|19|14|13|30,Palau Macaya | Mercat de Gràcia | Sant Antoni Market | Casa Amatller | Park Güell,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Vila de Gracia
0.2,0.06666666666666667,0.5266666666666666,1.0,0.44559999999999994,popularity,5,533,17|19|14|13|30,Palau Macaya | Mercat de Gràcia | Sant Antoni Market | Casa Amatller | Park Güell,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Vila de Gracia
0.2,0.0625,0.7333333333333334,1.0,0.42329999999999995,popularity,5,180,0|19|14|13|38,Barcelona Cathedral | Mercat de Gràcia | Sant Antoni Market | Casa Amatller | Glories Tower,Gotic | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.6,0.1875,0.7583333333333333,0.4,0.5157999999999999,popularity,5,19,0|17|7|18|16,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Egyptian Museum | Casa Vicens,Gotic | Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample
0.0,0.0,0.6,1.0,0.45410000000000006,popularity,5,70,17|7|12|16|10,Palau Macaya | Barceloneta Beach | Mercat dels Encants | Casa Vicens | Casa Batllo,Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.6,0.2,0.7916666666666667,1.0,0.5138,popularity,5,375,0|17|7|38|18,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Glories Tower | Egyptian Museum,Gotic | Dreta Eixample | La Barceloneta | Glories | Dreta Eixample
0.8,0.26666666666666666,0.6833333333333333,1.0,0.4586,popularity,5,392,0|12|11|10|38,Barcelona Cathedral | Mercat dels Encants | La Pedrera | Casa Batllo | Glories Tower,Gotic | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.6,0.2,0.6166666666666667,1.0,0.4006,popularity,5,388,17|19|12|10|38,Palau Macaya | Mercat de Gràcia | Mercat dels Encants | Casa Batllo | Glories Tower,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.2,0.06666666666666667,0.6166666666666667,1.0,0.4006,popularity,5,523,17|14|12|13|38,Palau Macaya | Sant Antoni Market | Mercat dels Encants | Casa Amatller | Glories Tower,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.2,0.06666666666666667,0.575,0.6,0.3616,popularity,5,842,14|19|12|13|38,Sant Antoni Market | Mercat de Gràcia | Mercat dels Encants | Casa Amatller | Glories Tower,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.6,0.2,0.6166666666666667,1.0,0.3969,popularity,5,951,12|19|11|13|38,Mercat dels Encants | Mercat de Gràcia | La Pedrera | Casa Amatller | Glories Tower,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.2,0.0625,0.7333333333333333,1.0,0.41509999999999997,popularity,5,660,7|12|14|18|16,Barceloneta Beach | Mercat dels Encants | Sant Antoni Market | Egyptian Museum | Casa Vicens,La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.4,0.13333333333333333,0.7833333333333333,0.6,0.4131,popularity,5,398,7|14|19|38|18,Barceloneta Beach | Sant Antoni Market | Mercat de Gràcia | Glories Tower | Egyptian Museum,La Barceloneta | Dreta Eixample | Dreta Eixample | Glories | Dreta Eixample
0.2,0.06666666666666667,0.825,1.0,0.43949999999999995,popularity,5,932,0|7|12|14|38,Barcelona Cathedral | Barceloneta Beach | Mercat dels Encants | Sant Antoni Market | Glories Tower,Gotic | La Barceloneta | Dreta Eixample | Dreta Eixample | Glories
0.2,0.06666666666666667,0.7833333333333333,1.0,0.4131,popularity,5,663,7|14|12|38|10,Barceloneta Beach | Sant Antoni Market | Mercat dels Encants | Glories Tower | Casa Batllo,La Barceloneta | Dreta Eixample | Dreta Eixample | Glories | Dreta Eixample
0.4,0.13333333333333333,0.6666666666666666,1.0,0.41509999999999997,popularity,5,581,7|19|12|16|10,Barceloneta Beach | Mercat de Gràcia | Mercat dels Encants | Casa Vicens | Casa Batllo,La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.4,0.13333333333333333,0.6666666666666666,1.0,0.41509999999999997,popularity,5,341,7|19|14|16|10,Barceloneta Beach | Mercat de Gràcia | Sant Antoni Market | Casa Vicens | Casa Batllo,La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.6,0.2,0.725,0.2,0.5101000000000001,popularity,5,22,0|7|11|10|38,Barcelona Cathedral | Barceloneta Beach | La Pedrera | Casa Batllo | Glories Tower,Gotic | La Barceloneta | Dreta Eixample | Dreta Eixample | Glories
0.2,0.06666666666666667,0.525,1.0,0.4359,popularity,5,604,17|19|11|10|38,Palau Macaya | Mercat de Gràcia | La Pedrera | Casa Batllo | Glories Tower,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.4,0.13333333333333333,0.6833333333333333,1.0,0.3969,popularity,5,425,12|19|38|18|16,Mercat dels Encants | Mercat de Gràcia | Glories Tower | Egyptian Museum | Casa Vicens,Dreta Eixample | Dreta Eixample | Glories | Dreta Eixample | Dreta Eixample
0.4,0.13333333333333333,0.525,0.4,0.4359,popularity,5,621,17|14|11|13|38,Palau Macaya | Sant Antoni Market | La Pedrera | Casa Amatller | Glories Tower,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.6,0.2,0.78,1.0,0.4934,popularity,5,417,7|12|30|10|18,Barceloneta Beach | Mercat dels Encants | Park Güell | Casa Batllo | Egyptian Museum,La Barceloneta | Dreta Eixample | Vila de Gracia | Dreta Eixample | Dreta Eixample
0.2,0.06666666666666667,0.7333333333333333,1.0,0.41509999999999997,popularity,5,15,7|14|12|10|18,Barceloneta Beach | Sant Antoni Market | Mercat dels Encants | Casa Batllo | Egyptian Museum,La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.6,0.2,0.7583333333333333,1.0,0.4521,popularity,5,897,17|7|19|10|38,Palau Macaya | Barceloneta Beach | Mercat de Gràcia | Casa Batllo | Glories Tower,Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample | Glories
0.4,0.13333333333333333,0.6666666666666666,1.0,0.41509999999999997,popularity,5,793,7|19|14|16|10,Barceloneta Beach | Mercat de Gràcia | Sant Antoni Market | Casa Vicens | Casa Batllo,La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.2,0.06666666666666667,0.7433333333333333,1.0,0.45809999999999995,popularity,5,934,7|19|12|11|30,Barceloneta Beach | Mercat de Gràcia | Mercat dels Encants | La Pedrera | Park Güell,La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample | Vila de Gracia
0.6,0.2,0.6,1.0,0.4894,popularity,5,232,17|7|11|10|18,Palau Macaya | Barceloneta Beach | La Pedrera | Casa Batllo | Egyptian Museum,Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.0,0.0,0.40000000000000013,1.0,0.3636,popularity,5,940,19|14|12|16|10,Mercat de Gràcia | Sant Antoni Market | Mercat dels Encants | Casa Vicens | Casa Batllo,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.8,0.26666666666666666,0.48,1.0,0.5019,popularity,5,805,17|14|20|11|30,Palau Macaya | Sant Antoni Market | MNAC | La Pedrera | Park Güell,Dreta Eixample | Dreta Eixample | Montjuic | Dreta Eixample | Vila de Gracia
0.6,0.2,0.6166666666666667,1.0,0.4006,popularity,5,235,17|14|19|11|38,Palau Macaya | Sant Antoni Market | Mercat de Gràcia | La Pedrera | Glories Tower,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.2,0.06666666666666667,0.525,1.0,0.4359,popularity,5,507,17|19|11|10|38,Palau Macaya | Mercat de Gràcia | La Pedrera | Casa Batllo | Glories Tower,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories
0.2,0.06666666666666667,0.4666666666666668,0.6,0.45389999999999997,popularity,5,522,17|14|15|11|13,Palau Macaya | Sant Antoni Market | Joan Miró Park | La Pedrera | Casa Amatller,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.4,0.13333333333333333,0.75,0.4,0.46230000000000004,popularity,5,69,0|17|12|38|18,Barcelona Cathedral | Palau Macaya | Mercat dels Encants | Glories Tower | Egyptian Museum,Gotic | Dreta Eixample | Dreta Eixample | Glories | Dreta Eixample
0.2,0.06666666666666667,0.7333333333333333,1.0,0.45410000000000006,popularity,5,683,17|7|19|10|18,Palau Macaya | Barceloneta Beach | Mercat de Gràcia | Casa Batllo | Egyptian Museum,Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.6,0.2,0.7333333333333334,1.0,0.48740000000000006,popularity,5,787,17|7|11|38|18,Palau Macaya | Barceloneta Beach | La Pedrera | Glories Tower | Egyptian Museum,Dreta Eixample | La Barceloneta | Dreta Eixample | Glories | Dreta Eixample
0.2,0.06666666666666667,0.5266666666666666,1.0,0.44189999999999996,popularity,5,310,19|14|11|30|10,Mercat de Gràcia | Sant Antoni Market | La Pedrera | Park Güell | Casa Batllo,Dreta Eixample | Dreta Eixample | Dreta Eixample | Vila de Gracia | Dreta Eixample
0.2,0.06666666666666667,0.7333333333333333,1.0,0.41509999999999997,popularity,5,720,7|12|14|18|16,Barceloneta Beach | Mercat dels Encants | Sant Antoni Market | Egyptian Museum | Casa Vicens,La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.4,0.125,0.7833333333333333,1.0,0.4131,popularity,5,625,7|19|12|38|18,Barceloneta Beach | Mercat de Gràcia | Mercat dels Encants | Glories Tower | Egyptian Museum,La Barceloneta | Dreta Eixample | Dreta Eixample | Glories | Dreta Eixample
0.4,0.13333333333333333,0.6783333333333333,1.0,0.4399,popularity,5,734,19|14|30|10|38,Mercat de Gràcia | Sant Antoni Market | Park Güell | Casa Batllo | Glories Tower,Dreta Eixample | Dreta Eixample | Vila de Gracia | Dreta Eixample | Glories
0.6,0.1875,0.6,1.0,0.45410000000000006,popularity,5,327,17|7|12|11|10,Palau Macaya | Barceloneta Beach | Mercat dels Encants | La Pedrera | Casa Batllo,Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.0,0.0,0.5333333333333334,1.0,0.40259999999999996,popularity,5,527,17|14|12|16|18,Palau Macaya | Sant Antoni Market | Mercat dels Encants | Casa Vicens | Egyptian Museum,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.6,0.2,0.7133333333333334,1.0,0.4934,popularity,5,907,7|19|11|30|10,Barceloneta Beach | Mercat de Gràcia | La Pedrera | Park Güell | Casa Batllo,La Barceloneta | Dreta Eixample | Dreta Eixample | Vila de Gracia | Dreta Eixample
0.6,0.2,0.8066666666666666,1.0,0.49140000000000006,popularity,5,909,7|14|11|30|38,Barceloneta Beach | Sant Antoni Market | La Pedrera | Park Güell | Glories Tower,La Barceloneta | Dreta Eixample | Dreta Eixample | Vila de Gracia | Glories
0.4,0.125,0.575,1.0,0.3616,popularity,5,800,12|19|14|38|18,Mercat dels Encants | Mercat de Gràcia | Sant Antoni Market | Glories Tower | Egyptian Museum,Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories | Dreta Eixample
0.6,0.2,0.6,1.0,0.45410000000000006,popularity,5,367,17|7|12|16|10,Palau Macaya | Barceloneta Beach | Mercat dels Encants | Casa Vicens | Casa Batllo,Dreta Eixample | La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.6,0.2,0.7916666666666667,1.0,0.5138,popularity,5,802,0|17|7|38|18,Barcelona Cathedral | Palau Macaya | Barceloneta Beach | Glories Tower | Egyptian Museum,Gotic | Dreta Eixample | La Barceloneta | Glories | Dreta Eixample
0.0,0.0,0.7333333333333333,1.0,0.4504,popularity,5,926,7|19|16|10|18,Barceloneta Beach | Mercat de Gràcia | Casa Vicens | Casa Batllo | Egyptian Museum,La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.6,0.1875,0.5266666666666666,1.0,0.44189999999999996,popularity,5,126,19|14|11|30|10,Mercat de Gràcia | Sant Antoni Market | La Pedrera | Park Güell | Casa Batllo,Dreta Eixample | Dreta Eixample | Dreta Eixample | Vila de Gracia | Dreta Eixample
0.4,0.125,0.75,1.0,0.4586,popularity,5,899,0|19|11|38|18,Barcelona Cathedral | Mercat de Gràcia | La Pedrera | Glories Tower | Egyptian Museum,Gotic | Dreta Eixample | Dreta Eixample | Glories | Dreta Eixample
0.2,0.06666666666666667,0.6,1.0,0.37979999999999997,popularity,5,882,7|12|19|14|10,Barceloneta Beach | Mercat dels Encants | Mercat de Gràcia | Sant Antoni Market | Casa Batllo,La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.6,0.1875,0.6583333333333333,0.4,0.4359,popularity,5,486,17|12|13|38|18,Palau Macaya | Mercat dels Encants | Casa Amatller | Glories Tower | Egyptian Museum,Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories | Dreta Eixample
0.4,0.13333333333333333,0.7433333333333333,1.0,0.45809999999999995,popularity,5,775,7|14|12|30|10,Barceloneta Beach | Sant Antoni Market | Mercat dels Encants | Park Güell | Casa Batllo,La Barceloneta | Dreta Eixample | Dreta Eixample | Vila de Gracia | Dreta Eixample
0.4,0.13333333333333333,0.6666666666666666,1.0,0.41509999999999997,popularity,5,7,7|12|19|11|13,Barceloneta Beach | Mercat dels Encants | Mercat de Gràcia | La Pedrera | Casa Amatller,La Barceloneta | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.6,0.2,0.6583333333333333,1.0,0.4359,popularity,5,178,17|19|10|38|18,Palau Macaya | Mercat de Gràcia | Casa Batllo | Glories Tower | Egyptian Museum,Dreta Eixample | Dreta Eixample | Dreta Eixample | Glories | Dreta Eixample
0.0,0.0,0.5333333333333334,0.6,0.4149,popularity,5,599,12|19|15|11|13,Mercat dels Encants | Mercat de Gràcia | Joan Miró Park | La Pedrera | Casa Amatller,Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample | Dreta Eixample
0.8,0.26666666666666666,0.8066666666666666,1.0,0.49140000000000006,popularity,5,605,7|12|11|30|38,Barceloneta Beach | Mercat dels Encants | La Pedrera | Park Güell | Glories Tower,La Barceloneta | Dreta Eixample | Dreta Eixample | Vila de Gracia | Glories
